bio2,bio3,bio5,bio8,bio9,bio15,bio16,bio18
127,36,322,151,208,18,405,292
123,34,321,148,207,16,392,306
132,36,317,139,201,15,362,292
136,39,317,146,202,18,425,313
141,38,316,138,197,16,398,307
135,38,316,141,200,16,417,309
141,39,317,142,199,18,423,315
124,34,312,137,198,15,371,309
133,38,316,143,202,16,406,310
131,37,317,140,201,14,371,297
133,38,314,141,200,15,400,320
133,38,312,139,198,14,395,334
130,36,310,137,196,13,377,345
125,37,303,51,195,16,424,332
119,35,293,45,190,15,443,342
129,37,289,120,178,12,382,359
126,37,287,120,178,13,396,365
126,37,308,51,198,15,368,332
127,37,292,124,183,14,396,359
133,38,301,210,138,14,347,331
125,36,309,53,199,14,353,327
135,39,304,211,140,15,321,312
127,39,266,180,27,11,368,363
126,35,315,141,201,15,374,297
126,37,306,53,197,16,431,327
131,38,316,59,203,16,405,312
137,40,298,47,186,14,449,371
132,39,297,48,140,14,371,349
89,38,331,266,198,55,278,171
121,43,358,268,163,51,242,183
131,44,364,266,159,52,220,164
118,41,355,267,159,47,266,199
133,44,363,265,155,52,214,159
100,36,332,276,168,29,425,381
132,42,358,259,138,36,240,187
133,42,362,263,145,42,232,178
136,42,364,251,140,39,222,181
101,36,331,275,163,20,393,378
101,36,331,275,163,20,393,378
96,35,329,276,166,29,437,391
114,38,342,210,162,21,319,290
118,39,349,242,137,29,303,251
127,40,351,236,127,25,317,251
124,39,353,237,126,29,310,218
130,40,357,238,126,33,295,199
133,41,345,228,101,31,276,213
130,41,356,242,133,32,252,187
134,41,344,226,147,16,353,290
125,39,349,233,117,19,333,258
142,40,349,223,85,34,241,184
141,42,338,219,87,36,239,204
150,42,347,221,93,38,216,188
130,38,356,229,278,21,306,199
129,38,356,230,279,25,288,180
129,38,352,227,104,31,268,179
134,39,351,225,101,31,263,176
136,39,348,221,83,30,253,183
152,42,352,224,93,39,215,181
145,40,353,224,93,34,238,184
127,39,340,220,265,15,350,263
130,38,352,224,275,24,322,195
128,36,354,221,277,25,329,197
133,37,353,221,75,30,285,197
137,39,350,220,90,32,279,188
136,38,346,219,74,36,233,194
144,38,356,223,70,36,235,185
133,37,343,173,264,17,359,263
133,37,340,170,261,18,369,272
129,36,346,170,270,24,348,225
131,36,346,171,271,22,346,233
120,34,348,217,68,32,335,225
129,35,350,220,69,33,302,200
129,35,351,216,67,33,313,209
144,37,360,221,65,42,251,185
148,37,363,218,55,43,235,188
142,41,353,250,112,52,179,132
160,46,365,277,133,62,127,126
157,46,360,278,134,58,122,119
154,43,346,228,92,46,197,156
153,42,348,233,100,53,164,125
166,50,317,226,92,68,205,186
164,45,350,255,96,65,145,127
154,41,336,239,54,54,206,195
173,44,328,231,59,62,202,200
155,38,347,237,38,55,230,211
165,42,326,239,33,62,207,207
162,41,316,226,18,68,184,184
152,39,333,232,38,57,217,214
152,38,362,255,53,47,215,189
162,43,348,257,73,59,152,134
151,40,355,230,68,48,208,183
158,43,360,242,111,57,149,107
130,43,371,272,164,55,218,154
136,42,376,269,151,46,202,151
125,38,352,233,280,20,322,239
123,38,355,235,283,27,295,185
125,37,352,230,94,30,282,182
127,39,346,228,97,32,281,197
130,38,356,228,278,23,311,194
151,39,363,223,82,44,226,192
174,49,334,236,95,74,174,161
157,47,314,221,81,70,188,173
131,43,370,271,160,55,207,150
140,43,376,270,153,46,196,143
126,35,343,213,63,28,353,235
111,42,351,270,173,51,239,185
134,44,364,265,155,51,215,165
136,42,379,275,158,60,213,136
132,42,361,262,142,38,233,187
106,38,331,273,162,17,410,399
109,38,334,272,165,24,394,376
141,42,343,240,97,39,229,211
170,46,378,282,118,77,154,144
180,47,390,292,172,80,153,124
125,39,349,233,117,19,333,258
124,38,358,238,285,26,313,211
124,38,353,236,122,33,280,185
143,41,348,225,91,37,242,192
147,43,338,227,93,37,221,202
144,41,349,244,106,50,184,139
156,45,336,224,101,57,162,132
176,50,338,243,99,62,171,151
156,48,310,217,82,71,203,186
138,41,340,97,261,14,353,285
135,41,342,224,237,15,360,302
128,39,348,227,275,17,312,226
156,42,346,227,92,52,166,134
177,46,364,266,100,62,135,117
172,46,348,249,125,73,114,103
176,47,335,234,111,77,152,132
168,45,352,255,167,75,126,107
127,38,342,221,266,17,346,244
127,38,348,225,275,19,325,215
126,35,351,218,275,26,338,206
135,37,360,227,95,33,302,192
140,38,356,223,86,31,262,193
148,40,345,227,68,47,219,176
157,41,347,255,63,55,180,163
155,42,347,260,73,55,167,138
128,35,347,215,65,27,343,218
134,36,355,219,68,35,299,201
144,38,361,221,68,42,260,183
155,40,353,250,56,50,205,192
149,39,336,235,44,54,215,210
171,44,331,235,63,60,198,195
154,38,364,215,51,51,229,190
157,39,357,248,48,55,209,195
151,38,336,227,30,55,232,221
99,38,338,265,193,52,264,184
166,50,317,226,92,68,205,186
162,48,319,224,86,83,195,179
164,49,316,221,85,73,191,177
109,40,348,267,161,48,270,202
134,43,378,278,162,68,238,132
147,42,356,254,114,54,157,118
181,47,355,253,125,83,137,119
135,39,345,220,82,31,244,183
148,41,355,226,94,39,229,181
127,37,339,176,263,15,347,264
91,35,329,263,182,43,339,253
172,45,360,266,98,61,132,115
144,34,323,131,-26,20,95,72
134,32,324,86,211,23,133,75
157,37,324,131,-14,27,68,52
160,38,308,64,194,18,112,70
157,37,331,87,217,17,109,68
158,36,307,149,-30,20,83,71
180,43,292,167,147,20,106,93
153,39,254,147,81,25,120,104
180,38,358,186,-14,34,57,45
165,41,306,36,123,23,99,80
165,43,270,-20,90,24,134,112
146,36,306,201,136,33,87,72
163,36,359,196,177,30,59,46
149,37,276,85,120,17,113,94
136,36,221,-71,49,15,162,123
177,41,311,108,-22,20,87,69
148,36,313,77,205,15,115,76
172,36,321,148,-61,21,73,60
167,37,338,89,-19,24,66,50
158,36,315,200,-22,27,79,68
172,35,331,157,-62,22,73,59
168,42,252,136,68,20,126,111
159,36,340,226,-6,36,67,56
159,36,333,174,152,27,76,61
165,36,349,184,-12,24,71,54
171,41,317,198,130,23,82,68
165,42,317,23,138,28,126,89
161,41,245,135,69,27,135,116
157,36,369,210,192,31,47,36
145,37,288,141,114,26,126,100
143,34,314,76,197,23,145,80
155,38,253,16,140,12,120,89
153,37,314,72,203,17,106,71
157,37,286,98,-52,25,92,77
153,35,341,95,-16,22,62,47
165,37,315,196,-25,23,74,64
162,41,356,56,178,33,99,56
167,43,272,158,93,26,120,102
146,36,355,248,184,25,44,38
151,37,276,39,163,21,157,90
147,35,320,128,-26,24,91,72
170,37,341,220,-19,32,66,54
152,38,276,85,119,18,110,90
125,31,328,97,231,26,120,66
154,39,264,-56,153,19,166,97
143,37,237,-61,136,15,155,107
162,37,292,102,-56,20,88,78
161,36,338,177,-18,18,77,62
176,40,328,77,-21,20,77,61
174,42,294,54,149,18,110,86
160,41,252,142,77,28,122,106
180,38,357,184,-19,26,61,48
154,37,320,165,140,23,101,78
162,41,302,5,122,25,113,81
171,43,304,7,122,27,112,86
159,39,307,195,132,32,88,73
141,36,280,174,108,25,129,105
153,36,321,166,142,23,99,77
140,35,258,154,84,13,110,99
119,30,266,166,-45,13,316,316
115,29,245,169,-63,9,353,353
127,31,262,179,-58,10,302,302
123,30,252,171,-66,13,323,323
125,30,257,175,-63,14,287,287
122,30,264,183,-55,14,324,324
124,30,270,188,-53,16,311,311
123,29,256,175,-73,20,317,317
117,29,245,168,-71,15,327,327
118,29,257,177,-66,17,298,298
115,28,252,175,-73,19,328,328
112,27,272,196,-55,23,266,266
111,27,269,195,-58,23,267,267
126,30,264,181,-62,18,285,285
108,27,242,170,-77,19,350,350
